FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
3498,85177,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-182,Starostwo Powiatowe w Olsztynie,starostwo powiatowe,warmińsko-mazurskie,olsztyński,FAŁSZ,"""Oficjalna strona internetowa urzędu"",""Strona internetowa"",""Wieloosobowe stanowisko ds. promocji"","""","""",""https://www.powiat-olsztynski.pl""
""Facebook"",""Media społecznościowe"",""Wieloosobowe stanowisko ds. promocji"","""","""",""https://www.facebook.com/powiatolsztynski""
""Instagram"",""Media społecznościowe"",""Wieloosobowe stanowisko ds. promocji"","""","""",""https://www.instagram.com/powiatolsztynski/""
""Twitter"",""Media społecznościowe"",""Wieloosobowe stanowisko ds. promocji"","""","""",""https://twitter.com/POlsztynski""
""Kanał na Youtube"",""Kanał na Youtube"",""Wieloosobowe stanowisko ds. promocji"","""","""","""""
3499,85178,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-183,Starostwo Powiatowe w Oławie,starostwo powiatowe,dolnośląskie,oławski,FAŁSZ,
3500,85179,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-184,Starostwo Powiatowe w Opatowie,starostwo powiatowe,świętokrzyskie,opatowski,FAŁSZ,"""Kurier Opatowski"",""biuletyn informacyjny (wersja papierowa)"",""Powiatowe Centrum Kultury w Opatowie"",""2020"","""",""""
""Powiat Opatowski (profil na portalu społecznościowym Facebook)"",""profil informacyjny na platformie Facebook"",""Starostwo Powiatowe w Opatowie"",""2018"","""",""https://www.facebook.com/powiatopatowski"""
3502,85182,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-187,Starostwo Powiatowe w Opolu Lubelskim,starostwo powiatowe,lubelskie,opolski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""witryna internetowa"",""internet"",""Powiat Opolski"",""od około 2004 roku"","""",""www.opole.lublin.pl""
""profil na portalu Facebook"",""internet"",""Powiat Opolski"",""od 29 stycznia 2019 roku"","""",""https://www.facebook.com/starostwolop/?locale=pl_PL""
""Opolska Gazeta Powiatowa"",""gazeta"",""Powiat Opolski"",""od 2000 roku"","""","""""
3504,85183,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-188,Starostwo Powiatowe w Ostrołęce,starostwo powiatowe,mazowieckie,ostrołęcki,FAŁSZ,
3508,85187,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-192,Starostwo Powiatowe w Ostródzie,starostwo powiatowe,warmińsko-mazurskie,ostródzki,,
3510,85189,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-194,Starostwo Powiatowe w Oświęcimiu,starostwo powiatowe,małopolskie,oświęcimski,FAŁSZ,
3512,85192,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-197,Starostwo Powiatowe w Pabianicach,starostwo powiatowe,łódzkie,pabianicki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""powiat.pabianice.pl"",""witryna internetowa"",""Rzecznik Prasowy + Wieloosobowe Stanowisko ds. Promocji i Rozwoju"",""2015"","""",https://powiat.pabianice.pl/
""Powiat Pabianicki"",""media społecznościowe - strona facebook"",""Rzecznik Prasowy + Wieloosobowe Stanowisko ds. Promocji i Rozwoju"",""2013"","""",https://www.facebook.com/StarostwoPowiatowewPabianicach
""Starostwo TV"",""kanał youtobe"",""Rzecznik Prasowy + Wieloosobowe Stanowisko ds. Promocji i Rozwoju"",""2022"","""",https://www.youtube.com/@starostwopowiatowewpabiani9197/featured"
3514,85194,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-199,Starostwo Powiatowe w Parczewie,starostwo powiatowe,lubelskie,parczewski,FAŁSZ,
3518,85198,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-203,Starostwo Powiatowe w Piotrkowie Trybunalskim,starostwo powiatowe,łódzkie,piotrkowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Strona interentowa www.powiat-piotrkowski.pl"",""Strona internetowa"",""Starostwo Powiatowe w Piotrkowie Trybunalskim"",""2003"","""",""http://www.powiat-piotrkowski.pl""
""Kanał You Tube"",""Kanał YouTube"",""Starostwo Powiatowe w Piotrkowie Trybunalskim"",""2008"","""",""""
""FB Powiat Piotrkowski"",""Facebook"",""Starostwo Powiatowe w Piotrkowie Trybunalskim"",""2016"","""",""""
""Aplikacja mobilna"",""Aplikacja mobilna"",""Starostwo Powiatowe w Piotrkowie Trybunalskim"",""2023"","""",""""
""BIP"",""BIP"",""Starostwo Powiatowe w Piotrkowie Trybunalskim"",""2001"","""",""https://powiat-piotrkowski.bip.net.pl/?lang=PL""
""Strona internetowa www.pcprpiotrkow.pl"",""Strona internetowa"",""Powiatowe Centrum Pomocy Rodzinie w Piotrkowie Trybunalskim"",""2010"","""",""http://www.pcprpiotrkow.pl""
""BIP"",""BIP"",""Powiatowe Centrum Pomocy Rodzinie w Piotrkowie Trybunalskim"",""2003"","""",""""
""Strona internetowa Powiatowego Urzedu Pracy w Piotrkowie Trybunalskim"",""Strona internetowa"",""Powiatowy Urzed Pracy w Piotrkowie Trybunalskim"",""2001"","""",""https://piotrkowtrybunalski.praca.gov.pl/""
""BIP"",""BIP"",""Powiatowy Urzed Pracy w Piotrkowie Trybunalskim"",""2003"","""",""""
""Strona internetowa Zespołu Szkół Centrum Kształcenia Ustawicznego w Wolborzu"",""Strona internetowa"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Wolborzu"",""2012"","""",""https://zswolborz.pl/""
""BIP"",""BIP"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Wolborzu"",""2003"","""",""""
""Strona internetowa Zespołu Szkół Centrum Kształcenia Ustawicznego w Sulejowie"",""Strona internetowa"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Sulejowie"",""2016"","""",""""
""BIP"",""BIP"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Sulejowie"",""2003"","""",""""
""Strona internetowa Zespołu Szkół Centrum Kształcenia Ustawicznego w Czarnocinie"",""Strona internetowa"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Czarnocinie"",""2010"","""",""http://zscku.czarnocin.edu.pl/""
""BIP"",""BIP"",""Zespół Szkół Centrum Kształcenia Ustawicznego w Czarnocinie"",""2003"","""",""""
""Strona internetowa Zespołu Szkół Centrum Kształcenia Zawodowego w Bujnach"",""Strona internetowa"",""Zespół Szkół Centrum Kształcenia Zawodowego w Bujnach"",""2010"","""",""https://zsckpbujny.pl/""
""BIP"",""BIP"",""Zespół Szkół Centrum Kształcenia Zawodowego w Bujnach"",""2003"","""",""""
""BIP"",""BIP"",""Zarząd Dróg Powiatowych w Piotrkowie Trybunalskim"",""2003"","""",""""
""BIP"",""BIP"",""Dom Pomocy Społecznej w Łochyńsku"",""2003"","""",""""
""BIP"",""BIP"",""Powiatowa Poradnia Psychologiczno-Pedagogiczna"",""2003"","""",""""
""BIP"",""BIP"",""Powiatowe Centrum Medyczne"",""2003"","""","""""
3520,85200,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-205,Starostwo Powiatowe w Pleszewie,starostwo powiatowe,wielkopolskie,pleszewski,PRAWDA,"""WIADOMOŚCI POWIATOWE"" Biuletyn informacyjny Samorządu Powiatowego w Pleszewie,""biuletyn informacyjny"",""Starostwo Powiatowe w Pleszewie / Wydział Organizacyjno-Administracyjny"",""2004"",,""https://www.powiatpleszewski.pl/wydawnictwa-powiatu-pleszewskiego"""
3521,85201,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-206,Starostwo Powiatowe w Płocku,starostwo powiatowe,mazowieckie,płocki,PRAWDA,"""Magazyn informacyjny powiatu płockiego „Powiat płocki dobrze ułożony”"",""Gazeta"",""Rada i Zarząd Powiatu w Płocku; redakcja i opracowywanie tekstów: Wydział Rozwoju Gospodarczego i Promocji"",""2016"",,""https://powiat-plock.pl/wiadomosci/5064-gazeta-powiat-plocki-dobrze-ulozony-nr-31-marzec-2025-r"""
3522,85202,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-207,Starostwo Powiatowe w Płońsku,starostwo powiatowe,mazowieckie,płoński,PRAWDA,"""Powiat Płoński"",""Biuletyn informacyjny"",""Starostwo Powiatowe w Płońsku/Powiat Płoński"",""2022"",""koniec 2023 roku"","""""
3524,85204,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-209,Starostwo Powiatowe w Policach,starostwo powiatowe,zachodniopomorskie,policki,FAŁSZ,
3527,85207,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-212,Starostwo Powiatowe w Proszowicach,starostwo powiatowe,małopolskie,proszowicki,FAŁSZ,"""Powiat Proszowice"",""Media Społecznościowe/ fanpage Facebook"",""Starostwo Powiatowe w Proszowicach"",""2016r."",""do nadal"",""https://www.facebook.com/ProszowicePowiat/""
""Powiat Proszowicki"",""strona internetowa"",""Starostwo Powiatowe w Proszowicach"",""od 1 stycznia 2022r."",""do nadal"",""https://samorzad.gov.pl/web/powiat-proszowicki/""
""PCPR w Proszowicach"",""Strona Internetowa PCPR w Proszowicach"",""PCPR w Proszowicach"",""od 1 stycznia 2023r."",""do nadal"",""https://samorzad.gov.pl/web/pcpr-proszowice""
""PCPR w Proszowicach"",""Portal społecznościowy na Facebooku"",""PCPR w Proszowicach"",""od 1 lutego 2017r."",""do nadal"",""https://www.facebook.com/profile.php?id=100068498006639""
""Powiatowy Urząd Pracy w Proszowicach"",""Media Społecznościowe/ fanpage Facebook"",""Powiatowy Urząd Pracy w Proszowicach"",""od grudnia 2019 roku"",""do nadal"",""https://www.facebook.com/profile.php?id=100057276466406""
""Powiatowy Urząd Pracy w Proszowicach"",""strona www (w domenie praca.gov.pl)"",""Ministerstwo Rodziny, Pracy i Polityki Społecznej/Powiatowy Urząd Pracy w Proszowicach"",""od stycznia 2022 roku"",""do nadal"",""https://proszowice.praca.gov.pl/""
""Poradnia Psychologiczno Pedagogiczna w Proszowicach"",""Strona internetowa"",""Poradnia Psychologiczno - Pedagogiczna w Proszowicach"",""8.06.2021r."",""do nadal"",""http://ppp.proszowice.sam3.pl/""
""Zespół Szkół im. Bartosza Głowackiego w Proszowicach"",""strona internetowa"",""Zespół Szkół im. Bartosza Głowackiego w Proszowicach"",""2021 (w obecnej wersji)"","""",""https://zsproszowice.edu.pl/""
""ZS Proszowice"",""strona na Facebooku"",""Zespół Szkół im. Bartosza Głowackiego w Proszowicach"",""7 września 2011"","""",""https://www.facebook.com/zsproszowice""
""Zespół Szkół w Piotrkowicach Małych"",""strona internetowa szkoły"",""Zespół Szkół im. Emila Godlewskiego w Piotrkowicach Małych"",""2002 r."",""do nadal"",""https://zspiotrkowice.iaw.pl/""
""Zespół Szkół w Piotrkowicach Małych"",""Media Społecznościowe/ fanpage Facebook"",""Zespół Szkół im. Emila Godlewskiego w Piotrkowicach Małych"",""czerwiec 2013 r."",""do nadal"",""https://www.facebook.com/zspiotrkowicemale/about_profile_transparency""
""Zespół Szkół w Piotrkowicach Małych"",""Media Społecznościowe/ TikTok"",""Zespół Szkół im. Emila Godlewskiego w Piotrkowicach Małych"",""kwiecień 2022r."",""do nadal"",""https://www.tiktok.com/@zspiotrkowicemale""
""Strona internetowa DPS Łyszkowice"",""Strona internetowa jednostki"",""Dom Pomocy Społecznej im. Adama Chmielowskiego w Łyszkowicach"",""od 06.07.2009 roku"",""do nadal"",""http://www.dpslyszkowice.pl/""
""Facebook - Dom Pomocy Społecznej im. Adama Chmielowskiego w Łyszkowicach"",""Facebook"",""Dom Pomocy Społecznej im. Adama Chmielowskiego w Łyszkowicach"",""od 25.05.2018 roku"","""",""https://www.facebook.com/profile.php?id=100063593619887"""
3528,85208,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-213,Starostwo Powiatowe w Prudniku,starostwo powiatowe,opolskie,prudnicki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Monitor Powiatu"",""Prasa"",""Szymon Kollek Referat Pozyskiwania Srodków Pozabudżetowych"",""2020"","""",""https://terazprudnik.pl, https://terazprudnik.pl/2025/01/do-jindrichova-na-rowerzel""
""Dodatek Powiatowy"",""Prasa"",""Szymon Kollek Referat Pozyskiwania Srodków Pozabudżetowych"",""2021"","""",""https://prudnik24.pl, https://prudnik24.pl/index.php/2025/02/04/trwaja-praceo nad-posagiem-franciszka-surminskiego/""
""powiatprudnicki.pl"",""Własna strona internetowa"",""Szymon Kollek Referat Pozyskiwania Srodków Pozabudżetowych"",""przed 2023"","""",""https://powiatprudnicki.pl""
""bip.powiatprudnicki.pl"",""Własna strona internetowa"",""Szymon Kollek Referat Pozyskiwania Srodków Pozabudżetowych"",""przed 2023"","""",""https://bip.powiatprudnicki.pl""
""Starostwo Powiatowe W Prudniku"",""Oficjalny profil Facebook"",""Szymon Kollek Referat Pozyskiwania Srodków Pozabudżetowych"",""2018"","""",""https://www.facebook.com/StarostwoPowiatoweWPrudniku"""
3532,85213,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-218,Starostwo Powiatowe w Przeworsku,starostwo powiatowe,podkarpackie,przeworski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Strona internetowa â€žPowiat Przeworskiâ€"",""strony internetowe"",""Starostwo Powiatowe w Przeworsku"",""2016"","""",""https://www.powiatprzeworsk.pl/""
""BIP Starostwa Powiatowego w Przeworsku"",""biuletyn informacyjny"",""Starostwo Powiatowe w Przeworsku"",""2012"","""",""https://bip.powiatprzeworsk.pl/""
""strona internetowa â€žPrzeworska Kolejka WÄ…skotorowa â€žPogÃ³rzaninâ€ â€"",""strony internetowe"",""Powiatowy ZarzÄ…d DrÃ³g w Przeworsku"",""2019"","""",""https://kolejka-pogorzanin.pl/""
""strony na Facebooku â€“ â€žPowiat Przeworskiâ€"",""strony na Facebooku"",""Starostwo Powiatowe w Przeworsku"",""27 maja 2019"","""",""https://www.facebook.com/powiatprzeworski/""
""Powiatowy ZarzÄ…d DrÃ³g w Przeworsku"",""strony na Facebooku"",""Powiatowy ZarzÄ…d DrÃ³g w Przeworsku"",""29 paÅºdziernika 2021"","""",""https://www.facebook.com/PZDPrzeworsk/""
""Przeworska Kolej WÄ…skotorowa PKW"",""strony na Facebooku"",""Powiatowy ZarzÄ…d DrÃ³g w Przeworsku"",""15 kwietnia 2019"","""",""https://www.facebook.com/POGORZANIN/"""
3536,85217,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-222,Starostwo Powiatowe w Puławach,starostwo powiatowe,lubelskie,puławski,PRAWDA,"""Tu jest moje miejsce"",""Biuletyn informacyjny"",""Powiatowa Biblioteka Publiczna w Puławach"",""2009"",,""https://cdn02.sulimo.pl/media/userfiles/pulawy.powiat.pl.2/TU JEST MOJE M IEJSCE 2024.pdf"""
3537,85218,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-223,Starostwo Powiatowe w Pułtusku,starostwo powiatowe,mazowieckie,pułtuski,FAŁSZ,
3538,85219,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-224,Starostwo Powiatowe w Pyrzycach,starostwo powiatowe,zachodniopomorskie,pyrzycki,FAŁSZ,
3539,85220,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-225,Starostwo Powiatowe w Raciborzu,starostwo powiatowe,śląskie,raciborski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Powiatowy Informator dla Seniora"",""Biuletyn informacyjny"",""Powiatowy Informator dla Seniora osoba prawna"",""2022"","""",""https://www.naszraciborz.pl/site/artykuly/7-stronypartnerskie/21-powiatowy-informator-seniora""
""Facebook"",""Platforma społecznościowa"",""Powiat Raciborski"",""2017"","""",""https://www.facebook.com/RaciborskiPowiat""
""Instagram"",""Platforma społecznościowa"",""Powiat Raciborski"",""2022"","""",""https://www.instagram.com/powiat_raciborski/""
""YouTube"",""Platforma wideo"",""Powiat Raciborski"",""2014"","""",""https://powiatraciborski.sesja.pl/"""
3540,85221,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-226,Starostwo Powiatowe w Radomiu,starostwo powiatowe,mazowieckie,radomski,PRAWDA,"""Nasz Powiat Radomski"",""biuletyn informacyjny kwartalnik"",""Starostwo Powiatowe w Radomiu"",""2017"","""",""""
""TV Powiat Info"",""telewizja internetowa miesięcznik"",""Powiatowy Instytut Kultury"",""2023"","""",""https://www.powiatradomski.pl/tv-powiatu-radomskiego/""
""Radomskie24"",""czasopismo samorządowo - kulturalno - społeczne - kwartalnik"",""Starostwo Powiatowe w Radomiu"",""2022"","""",""https://radomskie24.pl/"""
3541,85222,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-227,Starostwo Powiatowe w Radomsku,starostwo powiatowe,łódzkie,radomszczański,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Przegląd Powiatowy. Biuletyn Powiatu Radomszczańskiego"",""biuletyn informacyjny"",""Starostwo Powiatowe w Radomsku"",""grudzień 2023"",""grudzień 2023"",""""
""Strona internetowa Powiatu Radomszczańskiego"",""strona internetowa"",""Starostwo Powiatowe w Radomsku"","""","""",""radomszczanski.pl""
""Facebook Powiatu Radomszczańskiego"",""profil na platformie społecznościowej"",""Starostwo Powiatowe w Radomsku"",""2023"","""","""""
3543,85224,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-229,Starostwo Powiatowe w Radzyniu Podlaskim,starostwo powiatowe,lubelskie,radzyński,,
3547,85228,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-233,Starostwo Powiatowe w Rybniku,starostwo powiatowe,śląskie,rybnicki,FAŁSZ,
3555,85237,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-242,Starostwo Powiatowe w Siemiatyczach,starostwo powiatowe,podlaskie,siemiatycki,FAŁSZ,
3556,85238,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-243,Starostwo Powiatowe w Sieradzu,starostwo powiatowe,łódzkie,sieradzki,PRAWDA,"""Gazeta Powiatu Sieradzkiego"",""Biuletyn informacyjny"",""Starostwo Powiatowe w Sieradzu"",""2021"",""2024"","""""
3557,85239,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-244,Starostwo Powiatowe w Sierpcu,starostwo powiatowe,mazowieckie,sierpecki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Profil w serwisie Facebook"",""profil w mediach społecznościowych"",""Samodzielne stanowisko ds. promocji i komunikacji społecznej z mieszkańcami"",""2017"","""",""https://www.facebook.com/StarostwoPowiatowewSierpcu""
""Oficjalna strona internetowa Powiatu Sierpeckiego"",""strona internetowa"",""Samodzielne stanowisko ds. promocji i komunikacji społecznej z mieszkańcami"",""2006"","""",""https://powiat.sierpc.pl""
""Biuletyn podsumowujący 25-lecie"",""biuletyn informacyjny"",""Samodzielne stanowisko ds. promocji i komunikacji społecznej z mieszkańcami"",""2024"",""2024"",""""
""Biuletyn Informacji Publicznej"",""Biuletyn Informacji Publicznej"",""Samodzielne stanowisko ds. promocji i komunikacji społecznej z mieszkańcami"",""2006"","""",""https://powiat.sierpc.pl"""
3558,85240,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-245,Starostwo Powiatowe w Skarżysko – Kamiennej,starostwo powiatowe,świętokrzyskie,skarżyski,FAŁSZ,
3560,85242,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-247,Starostwo Powiatowe w Sławnie,starostwo powiatowe,zachodniopomorskie,sławieński,FAŁSZ,
3561,85243,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-248,Starostwo Powiatowe w Słubicach,starostwo powiatowe,lubuskie,słubicki,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Wiadomości Powiatowe"",""Biuletyn / gazeta"",""Starostwo Powiatowe w Słubicach"",""Od 2015 roku"",""nie dotyczy"",""https://www.powiatslubicki.pl/aktualnosci/2835-jest-juz-swiateczne-wydanie-wiadomosci-powiatowych-3"""
3562,85244,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-249,Starostwo Powiatowe w Słupcy,starostwo powiatowe,wielkopolskie,słupecki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Powiat Słupecki Na dobrej drodze!"",""strona internetowa"",""Starostwo Powiatowe w Słupcy"",""2017"","""",""https://www.powiat-slupca.pl""
""Powiat Słupecki"",""portal społecznościowy"",""Starostwo Powiatowe w Słupcy"",""2013-02-13"","""",""https://www.facebook.com/PowiatSlupecki/?locale=pl_PL"""
